,email_address,customer_id,cardholder_status,rewards_tier,last_active
0,test+000@movableink.com,564633482,Y,Diamond,2023-03-19 08:03:48
1,test+001@movableink.com,904869818,N,Gold,2023-05-23 10:02:13
2,test+002@movableink.com,134471971,Y,Gold,2023-01-27 23:19:00
3,test+003@movableink.com,751566290,N,None,2023-02-06 08:41:35
4,test+004@movableink.com,449483702,Y,None,2023-06-08 17:30:33
5,test+005@movableink.com,155928159,N,Gold,2023-01-04 03:04:50
6,test+006@movableink.com,988643022,N,None,2023-05-22 20:02:17
7,test+007@movableink.com,895741581,N,Diamond,2023-04-29 01:04:00
8,test+008@movableink.com,811576758,Y,Gold,2023-04-08 14:22:00
9,test+009@movableink.com,215423943,N,Diamond,2023-01-18 14:16:44
10,test+010@movableink.com,199385831,N,Platinum,2023-05-19 17:33:38
11,test+011@movableink.com,329452270,Y,Silver,2023-06-22 22:10:20
12,test+012@movableink.com,791501678,N,Silver,2023-01-09 20:57:04
13,test+013@movableink.com,635282438,Y,None,2023-06-16 10:07:34
14,test+014@movableink.com,715190851,Y,Silver,2023-05-28 05:46:31
15,test+015@movableink.com,337991619,N,Silver,2023-01-08 23:40:01
16,test+016@movableink.com,972951528,N,Gold,2023-07-08 17:00:04
17,test+017@movableink.com,557631232,Y,Platinum,2023-06-18 00:52:36
18,test+018@movableink.com,750125066,Y,Diamond,2023-01-08 16:56:02
19,test+019@movableink.com,209820490,N,None,2023-04-19 06:27:10
20,test+020@movableink.com,243235749,N,Diamond,2023-01-26 20:11:48
21,test+021@movableink.com,715236015,N,Platinum,2023-06-26 21:06:53
22,test+022@movableink.com,781456783,Y,Diamond,2023-01-08 00:19:23
23,test+023@movableink.com,171628719,N,Diamond,2023-06-01 00:09:01
24,test+024@movableink.com,968200239,Y,Silver,2023-02-17 03:46:28
25,test+025@movableink.com,592397613,Y,Platinum,2023-02-15 20:25:10
26,test+026@movableink.com,756492038,Y,Diamond,2023-03-12 01:30:00
27,test+027@movableink.com,815904418,N,None,2023-02-05 15:14:09
28,test+028@movableink.com,637956635,Y,None,2023-03-05 03:25:59
29,test+029@movableink.com,788042541,Y,None,2023-05-24 06:58:11
30,test+030@movableink.com,723925160,N,Gold,2023-06-17 14:10:47
31,test+031@movableink.com,477031195,N,Diamond,2023-02-20 10:49:29
32,test+032@movableink.com,179038879,Y,Diamond,2023-04-29 20:58:33
33,test+033@movableink.com,715426343,N,Diamond,2023-03-15 12:40:11
34,test+034@movableink.com,595793431,Y,Diamond,2023-05-26 09:03:54
35,test+035@movableink.com,777395719,Y,Gold,2023-05-10 00:22:35
36,test+036@movableink.com,477171487,N,Gold,2023-03-26 15:25:34
37,test+037@movableink.com,748086727,N,Gold,2023-02-15 13:53:40
38,test+038@movableink.com,378932504,Y,Gold,2023-02-27 04:40:41
39,test+039@movableink.com,663865925,Y,Diamond,2023-04-06 07:54:59
40,test+040@movableink.com,626695626,Y,Silver,2023-01-07 17:10:45
41,test+041@movableink.com,134319728,Y,Diamond,2023-02-13 09:45:31
42,test+042@movableink.com,387159798,Y,Gold,2023-04-16 16:39:44
43,test+043@movableink.com,125239971,Y,Silver,2023-03-23 07:51:47
44,test+044@movableink.com,800162571,N,Platinum,2023-01-31 04:02:49
45,test+045@movableink.com,283930784,N,Diamond,2023-04-28 17:37:23
46,test+046@movableink.com,553011222,Y,None,2023-05-14 13:47:00
47,test+047@movableink.com,776509407,Y,Platinum,2023-06-12 05:32:09
48,test+048@movableink.com,392019531,Y,None,2023-06-15 16:40:06
49,test+049@movableink.com,201011635,Y,None,2023-06-18 08:06:37
50,test+050@movableink.com,496573460,Y,Diamond,2023-06-06 14:55:45
51,test+051@movableink.com,666784945,Y,Silver,2023-05-14 01:06:16
52,test+052@movableink.com,301417260,N,Platinum,2023-01-16 03:38:51
53,test+053@movableink.com,223553960,Y,Silver,2023-01-02 09:22:04
54,test+054@movableink.com,972884909,N,Platinum,2023-03-25 00:56:15
55,test+055@movableink.com,290885012,Y,Platinum,2023-02-25 14:29:38
56,test+056@movableink.com,442803797,N,Silver,2023-07-05 03:42:49
57,test+057@movableink.com,784400920,N,Silver,2023-05-29 08:23:48
58,test+058@movableink.com,315933626,N,Platinum,2023-06-18 23:31:32
59,test+059@movableink.com,724531548,Y,Silver,2023-02-11 00:52:10
60,test+060@movableink.com,368583801,N,Platinum,2023-05-28 04:15:02
61,test+061@movableink.com,903186083,N,Diamond,2023-06-25 23:29:45
62,test+062@movableink.com,478160951,N,None,2023-06-20 20:53:55
63,test+063@movableink.com,126205766,Y,None,2023-06-30 03:03:17
64,test+064@movableink.com,827203752,N,None,2023-05-11 17:59:28
65,test+065@movableink.com,109246958,N,Silver,2023-06-30 10:20:13
66,test+066@movableink.com,821343911,N,Gold,2023-05-03 14:56:16
67,test+067@movableink.com,771223618,Y,Silver,2023-04-04 14:10:29
68,test+068@movableink.com,510472746,N,Silver,2023-06-15 15:45:09
69,test+069@movableink.com,761446140,N,Silver,2023-02-13 20:31:46
70,test+070@movableink.com,874631835,N,Diamond,2023-04-07 07:42:37
71,test+071@movableink.com,701179552,N,None,2023-01-10 11:24:48
72,test+072@movableink.com,860377354,Y,Platinum,2023-02-16 14:26:49
73,test+073@movableink.com,440433993,N,Silver,2023-04-24 22:04:10
74,test+074@movableink.com,520783397,N,Diamond,2023-06-18 11:38:58
75,test+075@movableink.com,658804266,Y,Gold,2023-04-07 21:10:33
76,test+076@movableink.com,683606259,N,Platinum,2023-07-06 00:47:49
77,test+077@movableink.com,355006152,Y,Gold,2023-03-13 01:25:49
78,test+078@movableink.com,196419702,N,Diamond,2023-04-22 03:52:56
79,test+079@movableink.com,171407121,N,Diamond,2023-01-17 15:03:41
80,test+080@movableink.com,448212748,Y,Diamond,2023-06-12 17:13:44
81,test+081@movableink.com,538361208,Y,None,2023-04-29 02:01:33
82,test+082@movableink.com,174953942,N,None,2023-02-08 03:09:30
83,test+083@movableink.com,363536298,Y,Platinum,2023-01-08 15:05:29
84,test+084@movableink.com,849990873,Y,Platinum,2023-03-10 11:52:54
85,test+085@movableink.com,298984141,Y,Gold,2023-05-29 21:39:26
86,test+086@movableink.com,940085455,Y,None,2023-01-07 07:33:16
87,test+087@movableink.com,746253773,Y,Silver,2023-06-17 01:12:28
88,test+088@movableink.com,624758255,Y,None,2023-06-15 05:23:17
89,test+089@movableink.com,228853627,N,Diamond,2023-04-03 19:58:55
90,test+090@movableink.com,478174146,N,Gold,2023-02-20 21:33:49
91,test+091@movableink.com,933246101,Y,None,2023-02-25 10:46:30
92,test+092@movableink.com,923807814,N,None,2023-05-15 01:47:06
93,test+093@movableink.com,159958086,N,Gold,2023-01-21 03:46:15
94,test+094@movableink.com,441470636,N,Gold,2023-02-17 06:41:58
95,test+095@movableink.com,714842290,Y,Silver,2023-03-02 19:53:08
