,email_address,customer_id,cardholder_status,rewards_tier,last_active
0,test+000@movableink.com,848945001,Y,Gold,2023-03-19 02:13:44
1,test+001@movableink.com,804995744,Y,Silver,2023-02-24 00:43:20
2,test+002@movableink.com,914752799,N,Gold,2023-06-23 20:04:11
3,test+003@movableink.com,334928788,Y,Platinum,2023-01-30 12:23:15
4,test+004@movableink.com,722995344,Y,None,2023-03-22 10:59:59
5,test+005@movableink.com,129744203,N,Diamond,2023-06-11 18:33:32
6,test+006@movableink.com,991199717,Y,Gold,2023-05-14 16:52:24
7,test+007@movableink.com,160428168,Y,Gold,2023-02-02 20:30:37
8,test+008@movableink.com,984944712,Y,Silver,2023-04-06 04:57:30
9,test+009@movableink.com,185756530,N,Silver,2023-06-26 05:08:40
10,test+010@movableink.com,461796848,N,Diamond,2023-01-20 11:33:31
11,test+011@movableink.com,962768253,N,Silver,2023-03-28 08:46:31
12,test+012@movableink.com,747503171,N,Silver,2023-03-15 22:18:00
13,test+013@movableink.com,244505847,Y,Silver,2023-03-16 15:11:17
14,test+014@movableink.com,286720857,N,None,2023-03-12 01:20:41
15,test+015@movableink.com,369266779,N,Platinum,2023-04-12 05:32:43
16,test+016@movableink.com,246289305,N,Diamond,2023-07-05 16:45:13
17,test+017@movableink.com,429770789,Y,Gold,2023-03-08 00:39:57
18,test+018@movableink.com,405110969,N,None,2023-03-25 23:20:15
19,test+019@movableink.com,871551237,N,Gold,2023-06-21 19:22:57
20,test+020@movableink.com,208311699,Y,None,2023-07-05 10:08:56
21,test+021@movableink.com,614375685,N,None,2023-06-12 06:55:00
22,test+022@movableink.com,782025096,Y,Platinum,2023-01-07 22:43:41
23,test+023@movableink.com,499755930,Y,Silver,2023-01-14 03:53:30
24,test+024@movableink.com,765834565,N,Platinum,2023-05-25 15:00:11
25,test+025@movableink.com,621326770,Y,Silver,2023-07-01 19:05:32
26,test+026@movableink.com,979957549,Y,Gold,2023-04-14 19:45:19
27,test+027@movableink.com,742956286,Y,None,2023-05-12 00:44:29
28,test+028@movableink.com,293135842,Y,Platinum,2023-06-18 21:31:04
29,test+029@movableink.com,883969678,N,Diamond,2023-03-25 03:51:13
30,test+030@movableink.com,158418649,N,None,2023-04-16 04:05:03
31,test+031@movableink.com,361244044,Y,Gold,2023-04-29 05:15:19
32,test+032@movableink.com,170366433,N,Gold,2023-06-01 14:52:37
33,test+033@movableink.com,666300002,N,None,2023-01-05 08:49:47
34,test+034@movableink.com,668063769,Y,Silver,2023-03-16 15:04:23
35,test+035@movableink.com,952257949,Y,Diamond,2023-02-21 07:44:26
36,test+036@movableink.com,186126526,Y,None,2023-04-09 21:41:32
37,test+037@movableink.com,870256971,N,Platinum,2023-06-25 06:37:44
38,test+038@movableink.com,193800250,N,None,2023-02-13 17:25:04
39,test+039@movableink.com,182850641,Y,Gold,2023-05-07 06:02:35
40,test+040@movableink.com,464883340,Y,None,2023-05-26 15:16:38
41,test+041@movableink.com,753306081,Y,Silver,2023-03-07 17:58:34
42,test+042@movableink.com,430639702,Y,Diamond,2023-03-25 15:41:07
43,test+043@movableink.com,110541487,Y,Platinum,2023-07-09 19:22:45
44,test+044@movableink.com,805307371,Y,None,2023-01-03 23:46:45
45,test+045@movableink.com,281768416,Y,Platinum,2023-04-09 09:51:18
46,test+046@movableink.com,577330556,Y,Platinum,2023-01-03 11:21:01
47,test+047@movableink.com,811819460,Y,Gold,2023-04-24 23:36:04
48,test+048@movableink.com,965886214,Y,Silver,2023-03-12 08:46:24
49,test+049@movableink.com,315158395,N,None,2023-03-19 09:57:57
50,test+050@movableink.com,137680379,N,Platinum,2023-03-25 18:31:58
51,test+051@movableink.com,291691409,Y,Silver,2023-01-18 10:04:21
52,test+052@movableink.com,763344591,N,None,2023-05-02 14:17:25
53,test+053@movableink.com,687952790,Y,Silver,2023-06-28 05:13:16
54,test+054@movableink.com,233751043,Y,Gold,2023-05-26 21:24:13
55,test+055@movableink.com,614656711,N,Gold,2023-04-02 02:14:37
56,test+056@movableink.com,313449976,Y,Platinum,2023-04-25 03:50:06
57,test+057@movableink.com,337803437,N,Gold,2023-02-19 18:33:31
58,test+058@movableink.com,148630095,Y,Gold,2023-05-30 09:24:55
59,test+059@movableink.com,975703963,Y,Platinum,2023-03-30 01:05:54
60,test+060@movableink.com,636748160,Y,Platinum,2023-05-18 07:07:45
61,test+061@movableink.com,277843448,Y,Diamond,2023-05-18 10:08:33
62,test+062@movableink.com,400216543,Y,Silver,2023-02-09 20:24:16
63,test+063@movableink.com,483251316,N,Silver,2023-06-22 10:53:17
64,test+064@movableink.com,142725970,N,Platinum,2023-02-21 19:24:58
65,test+065@movableink.com,772909702,Y,None,2023-03-25 12:39:03
66,test+066@movableink.com,159032137,N,Diamond,2023-04-19 05:45:26
67,test+067@movableink.com,964433611,N,Platinum,2023-02-21 02:14:41
68,test+068@movableink.com,686535596,Y,None,2023-03-15 16:36:24
69,test+069@movableink.com,882886765,Y,Diamond,2023-02-23 22:59:29
70,test+070@movableink.com,709900322,Y,Platinum,2023-06-14 23:09:23
71,test+071@movableink.com,764518886,N,Diamond,2023-07-09 19:12:42
72,test+072@movableink.com,676063546,N,Diamond,2023-01-02 16:08:05
73,test+073@movableink.com,293459457,N,Silver,2023-05-07 14:46:41
74,test+074@movableink.com,497722451,N,None,2023-06-10 06:20:47
