,email_address,customer_id,cardholder_status,rewards_tier,last_active
0,test+000@movableink.com,562749149,Y,Platinum,2023-03-07 07:20:19
1,test+001@movableink.com,830883509,N,Platinum,2023-01-23 11:44:54
2,test+002@movableink.com,313258095,N,Platinum,2023-05-14 11:31:28
3,test+003@movableink.com,752474223,Y,Gold,2023-06-29 06:25:04
4,test+004@movableink.com,571050173,Y,None,2023-07-01 12:04:43
5,test+005@movableink.com,144780300,N,Gold,2023-01-23 08:45:40
6,test+006@movableink.com,788709443,N,Diamond,2023-03-12 19:37:23
7,test+007@movableink.com,318741081,Y,None,2023-04-04 21:12:38
8,test+008@movableink.com,624160829,Y,Gold,2023-05-15 06:00:52
9,test+009@movableink.com,478548919,N,None,2023-01-07 00:17:56
10,test+010@movableink.com,504067990,Y,Silver,2023-05-06 06:34:17
11,test+011@movableink.com,485366221,Y,None,2023-03-23 09:18:36
12,test+012@movableink.com,256240536,Y,Gold,2023-01-14 07:10:39
13,test+013@movableink.com,599265686,Y,Diamond,2023-05-05 10:10:22
14,test+014@movableink.com,836119419,Y,Gold,2023-04-11 20:36:25
15,test+015@movableink.com,854208794,Y,Silver,2023-06-01 12:44:00
16,test+016@movableink.com,781747241,Y,Diamond,2023-01-19 04:01:01
17,test+017@movableink.com,655074707,Y,Gold,2023-03-02 04:31:14
18,test+018@movableink.com,823844986,Y,Gold,2023-06-16 18:55:12
19,test+019@movableink.com,428299984,N,Diamond,2023-01-17 04:29:07
20,test+020@movableink.com,944934855,N,Diamond,2023-06-13 12:25:19
21,test+021@movableink.com,621635040,Y,Diamond,2023-04-10 00:52:23
22,test+022@movableink.com,851025729,N,Silver,2023-05-08 03:28:27
23,test+023@movableink.com,891636580,N,Silver,2023-02-15 04:10:49
24,test+024@movableink.com,984027273,Y,Platinum,2023-05-30 17:38:21
25,test+025@movableink.com,837069087,N,Gold,2023-06-17 22:47:11
26,test+026@movableink.com,663143732,N,None,2023-07-07 11:10:04
27,test+027@movableink.com,968641934,Y,None,2023-01-13 16:31:48
28,test+028@movableink.com,659592172,Y,Gold,2023-07-02 08:24:26
29,test+029@movableink.com,976766670,N,Gold,2023-04-27 14:11:35
30,test+030@movableink.com,706643306,Y,Platinum,2023-06-26 19:02:34
31,test+031@movableink.com,758463942,N,Platinum,2023-01-14 21:04:18
32,test+032@movableink.com,488064401,Y,Silver,2023-06-24 04:22:36
33,test+033@movableink.com,149569312,Y,Diamond,2023-06-15 08:11:39
34,test+034@movableink.com,673900936,N,Diamond,2023-06-13 17:06:58
35,test+035@movableink.com,839720641,N,Gold,2023-01-26 19:21:35
36,test+036@movableink.com,880107973,Y,None,2023-06-15 04:24:16
37,test+037@movableink.com,120542153,Y,Diamond,2023-02-20 02:41:34
38,test+038@movableink.com,420843335,Y,Diamond,2023-02-15 12:14:31
39,test+039@movableink.com,341825762,Y,Diamond,2023-06-19 16:28:00
40,test+040@movableink.com,686910363,Y,Gold,2023-02-28 07:46:49
41,test+041@movableink.com,800301733,Y,Platinum,2023-02-28 23:53:30
42,test+042@movableink.com,384743451,N,Diamond,2023-02-17 18:31:21
43,test+043@movableink.com,257165498,Y,Platinum,2023-03-31 02:08:13
44,test+044@movableink.com,992308846,N,Gold,2023-06-19 12:16:25
45,test+045@movableink.com,126104345,N,Diamond,2023-05-28 21:18:57
46,test+046@movableink.com,785375233,Y,Gold,2023-02-08 21:10:02
47,test+047@movableink.com,210609026,Y,None,2023-06-26 02:20:40
48,test+048@movableink.com,177929719,Y,Silver,2023-05-01 21:20:27
49,test+049@movableink.com,109648304,Y,Gold,2023-05-09 12:31:09
50,test+050@movableink.com,895485709,Y,Gold,2023-06-05 06:29:25
51,test+051@movableink.com,772189738,Y,None,2023-03-31 01:00:54
52,test+052@movableink.com,638878338,Y,Gold,2023-06-08 18:51:15
53,test+053@movableink.com,516377369,N,Platinum,2023-04-18 15:20:28
54,test+054@movableink.com,330464036,Y,Platinum,2023-05-16 18:42:48
55,test+055@movableink.com,585615551,N,Diamond,2023-03-18 15:17:27
56,test+056@movableink.com,179271197,N,Silver,2023-02-22 02:55:10
57,test+057@movableink.com,382814519,N,Diamond,2023-06-11 09:33:23
58,test+058@movableink.com,514605315,Y,None,2023-07-01 15:31:06
59,test+059@movableink.com,160884180,N,Silver,2023-04-18 18:45:01
60,test+060@movableink.com,701424532,N,None,2023-04-06 03:38:39
61,test+061@movableink.com,750598060,Y,Silver,2023-05-28 10:26:51
62,test+062@movableink.com,689183725,Y,Gold,2023-06-18 15:13:08
63,test+063@movableink.com,102358813,N,Gold,2023-02-18 16:36:30
64,test+064@movableink.com,730785572,Y,Silver,2023-04-02 03:19:55
65,test+065@movableink.com,320135115,Y,Gold,2023-03-10 23:00:46
66,test+066@movableink.com,868232423,Y,Platinum,2023-03-19 03:21:43
67,test+067@movableink.com,823735239,N,None,2023-03-27 17:17:45
68,test+068@movableink.com,576805483,N,Diamond,2023-06-01 07:09:54
69,test+069@movableink.com,284574565,Y,None,2023-01-31 05:00:36
70,test+070@movableink.com,736953654,Y,Silver,2023-04-29 13:55:21
71,test+071@movableink.com,998476710,N,Gold,2023-04-29 19:31:00
72,test+072@movableink.com,680684032,Y,Gold,2023-04-23 00:38:08
73,test+073@movableink.com,560389222,N,Gold,2023-01-21 00:06:34
74,test+074@movableink.com,946530579,Y,Platinum,2023-06-05 07:24:40
75,test+075@movableink.com,348478910,Y,Platinum,2023-02-18 07:46:03
76,test+076@movableink.com,676696781,N,None,2023-02-28 11:45:42
77,test+077@movableink.com,834594217,N,None,2023-04-13 12:35:05
